Handle,Timestamp,Content,Comments,Retweets,Likes
@brian_armstrong,2023-04-18T17:59:30.000Z,FT todayhttps://coinbase.com/updatethesystem,229,634,"4,155"
@MatthewHyland_,2023-04-18T14:35:40.000Z,"""Is #Ethereum a commodity or a security?""

Gary Gensler attempts to answer a yes or no question:",345,682,"2,318"
@PatrickMcHenry,2023-04-18T15:04:29.000Z,"For two years, Democrats gave  a pass for his disastrous agenda. It's time for accountability. From his destructive climate disclosure rule to his regulation by enforcement of digital assets, Chair Gensler’s agenda has weakened capital markets & stifled innovation.",743,"1,754","7,568"
@brian_armstrong,2023-04-17T17:18:57.000Z,"Great meeting today with UK Economic Secretary and City Minister .

The UK is moving fast on sensible crypto regulation to both drive economic growth AND consumer protection. Excited to keep investing in the UK. ",483,734,"4,584"
@brian_armstrong,2023-04-17T17:59:13.000Z,More here:,85,67,535
@brian_armstrong,2023-04-17T17:59:49.000Z,"A few points we shared:

1. Some UK banks are blocking fiat payments to crypto companies which is not ok.
Good fraud controls make sense, a blanket ban does not (and is likely not lawful). Needs further education and collaboration.

2. The Financial Promotion regime goes too far…",83,65,633
@coinbase,2023-04-17T16:22:26.000Z,"The UK and Europe are vital to the Coinbase mission. We may be a US-listed company, but if we're to succeed in creating more economic freedom in the world, we have to be active globally.https://coinbase.com/blog/the-uk-as-a-web3-innovation-hub…",229,337,"1,582"
@Rainmaker1973,2023-04-17T08:16:04.000Z,"Starship orbital test flight's primary expected time is today. The launch window is expected to open at 8 am in Texas (13:00 UTC - 15.00 CEST). 

These are the Super Heavy and Starship expected trajectories

[watch: http://spacex.com/launches]
[ Cindy Pom]",81,689,"3,515"
@brian_armstrong,2023-04-17T07:29:47.000Z,"Good point. There is actually quite a lot of usage beyond speculation also. 

And getting 2-300m people who’ve tried crypto in a decade is really good. If this growth rate continues, will be 2-3b in 10 years, roughly similar to internet adoption. 

Key unlocks will be scalability…",113,143,900
@brian_armstrong,2023-04-17T07:13:34.000Z,"Really happy with how this progress update turned out for  

Lots of work ahead!",66,20,171
@brian_armstrong,2023-04-17T07:14:46.000Z,Follow  and check out https://newlimit.com/careers to apply or refer candidates,29,3,36
@brian_armstrong,2023-04-16T19:48:49.000Z,Interesting,107,101,765
@zosegal,2023-04-14T01:27:15.000Z,"Thanks   for the warm welcome in Vietnam!  

I was inspired by all the web3 builders I met, and excited for the innovation to come from Vietnamese builders.",304,158,500
@hturan,2023-04-13T12:25:18.000Z,"we’re lying on the moon.

here are a few models glued together — speech to text ( whisper) to text ( gpt-3.5-turbo) to speech () — to recreate samantha from “her” in real-time.",224,442,"2,365"
@brian_armstrong,2023-04-14T00:11:49.000Z,Going live in 20 min!,63,36,393
@byersblake,2023-04-12T22:37:40.000Z,For those curious about our quest  to reverse aging. We are presenting our work over the last 6 months and our plans over the coming years in a livestream at 5:30pm pst tomorrow 4/13.,135,35,141
@brian_armstrong,2023-04-12T19:58:53.000Z,"The  team will be hosting a special Progress Update tomorrow at 5:30pm Pacific.

Goal is to share more about early work to try and extend human healthspan using epigenetic reprogramming. 

Tune in to the livestream here:",67,53,351
@iampaulgrewal,2023-04-12T15:49:58.000Z,Let's go after criminals.  Not code.   presents a compelling case against OFAC's unlawful sanctions of Tornado Cash software.,32,67,335
@alexandrosM,2023-04-04T16:36:20.000Z,"STOP THE PRESS (like, literally)

A simple demonstration of how GPT can change the news, forever.

Prompt: ""What can be changed in the article below to make it more informative, truth-focused, and neutral?""

Left: original text
Right: rewritten text

Read",69,294,967
@vijaypande,2023-04-11T23:19:38.000Z,"Of all of the regulatory agencies, it’s odd for  to suggest that the FDA is the most natural example of how to perform AI regulation.

That suggests his base-case belief is that 
1) most AI is dangerous –– eg most molecules are toxic and 
2) it’s not clear if any given AI…",34,36,237
@davidmarcus,2023-04-11T18:01:22.000Z,"Thrilled to unveil the  Platform today. We believe the Internet badly needs an open payment protocol. One that works 24/7, settles in near real-time, is dirt cheap, interoperable, and open to all to build on. Money should move online like emails or text messages, and…",227,359,"1,750"
@TrungTPhan,2023-04-06T16:39:13.000Z,"The Costco hot dog combo is a legendary meme.

But how does it still only cost $1.50? Introduced in 1985, the price of that combo should be ~$4.20 if adjusted for inflation. 

Thankfully, the $216B warehouse retailer has done everything in its power to keep the price down.

And…",831,"4,431",37.4K
@brian_armstrong,2023-04-07T01:13:35.000Z,"If you're using crypto in Africa, reply with a short video (<30 seconds) or photo of how you're using it. Best few examples get $100 in crypto. Use hashtag #CryptoAfrica And if you haven't already, try out self-custodial Coinbase Wallet - send feedback",580,297,"1,410"
@maxbranzburg,2023-04-06T18:26:32.000Z,"Identity is better onchain

Low key nice step towards more useful onchain identities by  with ",96,21,74
@coinbase,2023-04-06T16:42:32.000Z,Web3 profiles = Unlocked Go claim yours ,224,284,718
@brian_armstrong,2023-04-05T23:13:19.000Z,Great act of kindness from the community ,151,128,"1,295"
@brian_armstrong,2023-04-05T23:11:35.000Z,Great update on the Tornado Cash case we helped support.,67,87,671
@brian_armstrong,2023-04-05T21:00:22.000Z,Thanks for the assist! Hopefully everyone who replied got theirs. Curious to see what gets built.,77,29,265
@elonmusk,2023-04-05T09:27:48.000Z,"Very sorry to hear that. Many people I know have been severely assaulted.

Violent crime in SF is horrific and even if attackers are caught, they are often released immediately.

Is the city taking stronger action to incarcerate repeat violent offenders ?","4,739",11.5K,100.4K
@coinbase,2023-04-04T17:01:44.000Z,"It shouldn’t be so expensive just to send money to someone in another country. It’s fast, cheap, and simple to send crypto to anyone, anywhere in the world.

It's time to update the system. ",576,571,"2,260"
@brian_armstrong,2023-04-04T20:27:14.000Z,"If any developers are interested in trying out Base, reply with your ENS name or address, and I'll send you some Base Goerli ETH to use on testnet. (yes, these are testnet coins)",569,203,"1,526"
@brian_armstrong,2023-04-04T21:30:22.000Z,Shoot we need a desktop version of Coinbase Wallet - hard to send all these out on mobile lol,24,17,226
@brian_armstrong,2023-04-04T22:01:48.000Z,"Ok turning off replies for now - lots of interest!

We'll work through these.

For those we didn't get to, check out our faucet http://coinbase.com/faucets",0,7,75
@brian_armstrong,2023-04-04T22:01:22.000Z,"Ok turning off replies for now - lots of interest!

We'll work through these.

For those we didn't get to, check out our faucet http://coinbase.com/faucets",46,30,245
@coinbase,2023-04-04T20:02:15.000Z,"People in the US spend over $12B/year in fees to send money abroad, yet the process for international transfers is shockingly slow and expensive. Crypto transfers are significantly faster and +96% cheaper, relieving the burden of supporting those abroad.",480,995,"3,219"
@brian_armstrong,2023-04-04T00:04:50.000Z,,120,290,962
@brian_armstrong,2023-03-31T00:27:50.000Z,"Count me among the people who think this is a bad idea.

There are no “experts” to adjudicate this issue, and many disparate actors will never agree. Committees and bureaucracy won’t solve anything.

As with many technologies, there are dangers, but we should keep marching…",355,329,"2,375"
@brian_armstrong,2023-03-30T23:52:06.000Z,Paid Well done app!,108,49,455
@brian_armstrong,2023-03-29T21:20:57.000Z,We need to hear from our U.S. leaders,433,962,"4,618"
@iampaulgrewal,2023-03-29T17:24:43.000Z,Land that I love:  wake up.  We don't have a God-given right to lead any innovation. Other countries aren't just sitting around.,78,181,"1,006"
@faryarshirzad,2023-03-29T04:25:19.000Z,"Meanwhile, in Hong Kong, China...",75,66,327
@iampaulgrewal,2023-03-27T15:42:17.000Z,"A security can apparently also be a commodity, except when it's not. And it depends on which regulator you ask, and when.  If you're confused, you are not alone. Is this really the best American law has to offer?",277,592,"2,432"
@brian_armstrong,2023-03-27T18:56:33.000Z,Well said  ,150,177,"1,303"
@0xmillie_eth,2023-03-26T14:43:43.000Z,Coinbase is making a Request for Builders on their L2 and one of the products they want to incubate is a non-fiat pegged stable ,167,175,779
@brian_armstrong,2023-03-25T20:05:19.000Z,"I have to say this SEC wells notice has caused a noticeable boost in morale.

Nice to have a common cause, but never forget the main goal is to build better products for our customers. Improving the policy landscape is necessary but not sufficient.",901,900,"8,126"
@tobi,2023-03-24T20:21:15.000Z,"mountain climbers call this type 3 fun

- Not fun in the moment (like icecream, that's type 1) 
- Not fun right after (gym, that's type 2) 

Eventually you remember it fondly and deem it as having been worth it. 

IMO founder success is often capped by max acceptable type3",23,54,565
@sandeepnailwal,2023-03-23T07:17:26.000Z,"So confused with this notice to . 

Coinbase is the gold standard of compliance in crypto. As a regulator, why would you go after the most compliant company of the industry?

Doesn’t it discourage everyone else trying to be US compliant?

Whats going on over there in US?",302,287,"2,010"
@brian_armstrong,2023-03-23T21:20:41.000Z,"I just voted ""Support Crypto"" on ""We want to innovate in America"" https://snapshot.org/#/crypto435.eth/proposal/0xf9628ebee2878f5667aa018537eda2266c085d58772bd6ee562899189657c07e… #Crypto435 ",212,186,931
@brian_armstrong,2023-03-23T21:03:12.000Z,Beautiful,56,24,296
@coinbase,2023-03-23T20:40:32.000Z,"Updating the system will take the voices of many. 
Register here to have yours heard: https://snapshot.org/#/crypto435.eth/proposal/0xf9628ebee2878f5667aa018537eda2266c085d58772bd6ee562899189657c07e…",340,406,"1,108"
@brian_armstrong,2023-03-23T19:58:44.000Z,We’re live,56,65,382
@brian_armstrong,2023-03-23T17:46:12.000Z,There’s a lot to discuss on the current crypto regulatory environment and we want to make these conversations transparent so the whole community can get involved. Join us at 1pm PT today.,104,179,"1,091"
@adamscochran,2023-03-22T21:51:37.000Z,"Oh PS - if Coinbase does indeed choose to fight the SEC as they are saying they will, then I'm:

-Moving all my purchases to Coinbase
-Moving all my trading to Coinbase
-Delegating to Coinbase staking nodes

If they go to bat for this industry, I'll vote with my wallet. ",334,807,"5,951"
@davidmarcus,2023-03-23T00:56:09.000Z,"From the very beginning  made the decision that  should play by the rules, engage with regulators and lawmakers, and behave like a responsible actor in what used to be a nascent industry. We should be proud of this exact kind of US-born responsible…",157,289,"2,370"
@brian_armstrong,2023-03-23T03:37:26.000Z,Congrats to  and  on a successful first stage launch! https://youtube.com/watch?v=bzA0lIwh19c…Huge leap forward.,31,22,198
@dystopiabreaker,2023-03-22T21:52:20.000Z,i don’t think we should have a central committee headed by mostly 70+ year olds deciding what technology is allowed to be built or not,61,283,"1,621"
@cdixon,2023-03-22T21:40:57.000Z,"Since day one,  has invested heavily in being fully compliant with US laws even when it forced them to move slower or lose a competitive edge vs other exchanges that chose to take shortcuts.",101,210,"1,431"
@brian_armstrong,2023-03-22T21:29:38.000Z,1/ Today Coinbase received a Wells notice from the SEC focused on staking and asset listings. A Wells notice typically precedes an enforcement action.,"1,808","5,575",15.5K
@brian_armstrong,2023-03-22T21:37:20.000Z,You can read more here:,114,392,"3,359"
@brian_armstrong,2023-03-22T22:14:05.000Z,And from our Chief Legal Officer:,129,117,"1,958"
@iampaulgrewal,2023-03-22T21:52:51.000Z,"Coinbase received a Wells notice from the SEC. After years of asking for reasonable crypto rules, we're disappointed that the SEC is considering courts over constructive dialogue. But if courts are required, so be it. We'll defend the rule of law. 1/15",722,"2,746","8,865"
@brian_armstrong,2023-03-22T21:32:22.000Z,7/ We're excited to work with all governments and regulators around the world who are focused on putting in place clear rules to regulate the crypto industry.,80,174,"3,743"
@brian_armstrong,2023-03-22T21:08:45.000Z,"The U.S. needs to update its financial system. The code is 40 years old and the laws are 100 years old.

Cryptocurrency is not a financial service. It's a technology that can be used to update financial services.

Let's update the system.",511,"1,870","8,357"
@yugacohler,2023-03-22T15:14:09.000Z,"Coinbase's Wallet-as-a-Service (WaaS) APIs are now available for Public Preview!

No need for complicated cryptography or blockchain-specific knowledge. Now, building a crypto wallet into your app is as simple as calling our endpoints!

But how does it work? ",16,63,311
@brian_armstrong,2023-03-22T20:51:06.000Z,"Overheard: ""Onchain is the next online""

HT ",101,144,"1,142"
@brian_armstrong,2023-03-22T00:21:43.000Z,Wallet-as-a-service now available via self-service in Coinbase Cloud https://coinbase.com/cloud(Testnet only for now). Was able to go through the quick start guide and get APIs working. It's an early preview - so send us feedback. Thx,115,194,"1,182"
@brian_armstrong,2023-03-22T00:24:53.000Z,"Big shout out to the team pushing this forward. Lots of work to do to get all our APIs showcased in one comprehensive product (Coinbase Cloud), with consistent authentication, logging, billing, SDKs, etc. We've built a lot of difficult stuff internally -  might as well make it…",54,10,184
@BitcoinMagazine,2023-03-16T19:15:27.000Z,NEW: Financial giant Fidelity officially opened retail #Bitcoin trading accounts to all customers ,422,"2,377","9,058"
@brian_armstrong,2023-03-21T00:34:14.000Z,"Ok hosted one more crypto dinner from the west coast this time (this was back on Mar 8th). Lots of great builders & companies in this space who are undeterred, quietly working.",119,73,791
@TechEmails,2023-03-19T18:27:57.000Z,"Mark Zuckerberg: ""Please Resign""

September 22, 2010",269,725,"8,484"
@brian_armstrong,2023-03-19T02:21:03.000Z,"Like , I watched Free To Choose years ago and it had a major influence on me. The mission of Coinbase today is to increase economic freedom in the world, in part because of Free To Choose.",113,96,807
@brian_armstrong,2023-03-19T02:23:00.000Z,"Worth rewatching in these crazy times.

10 part series, with a vignette and debate that follows in each episode. Incredible this was broadcast on PBS in the 80’s.",27,25,274
@brian_armstrong,2023-03-19T02:24:28.000Z,And Bitcoin + crypto is I believe the most powerful technology we’ve seen to increase economic freedom in the world. I wish Milton could have seen it.,45,34,366
@coinbase,2023-03-16T16:36:29.000Z,Americans love their stake. Here’s why we need to keep staking–the accountant of the blockchain–in the U.S. ,140,395,"1,603"
@NanaMurugesan,2023-03-15T00:23:04.000Z,"1/ I'm thrilled to announce that we will be amping up our international expansion over the next eight weeks, kicking off our journey today with exciting updates from Singapore where we recently secured our in-principle regulatory approval.",22,37,218
@jchervinsky,2023-03-16T13:19:16.000Z,"1/ Today,  sent FOIA requests to the Fed, FDIC, and OCC, demanding information about the unlawful debanking of crypto companies.

We are also collecting evidence of debanking. Share your story with us:

debanked@theblockchainassociation.org

Here's the situation ",198,"1,565","4,082"
@brian_armstrong,2023-03-15T20:35:05.000Z,"Excited to keep updating the global financial system using crypto technology with our international expansion efforts - today with a big announcement in Singapore.

The U.S. regulatory environment has fallen behind other major financial hubs (UK, SG, HK, etc) in terms of creating…",202,371,"2,373"
@brian_armstrong,2023-03-15T20:37:19.000Z,Great to be working with Standard Chartered on this btw.,40,26,413
@GOPMajorityWhip,2023-03-09T23:17:19.000Z,"The Blockchain Regulatory Certainty Act
The Securities Clarity Act
The Safe Harbor for Taxpayers with Forked Assets Act
The CBDC Anti-Surveillance State Act

The future of crypto in the US will be determined by Congress and the American People - not the Administrative State.",411,"1,590","5,537"
@brian_armstrong,2023-03-09T23:33:23.000Z,"1/  and  have reintroduced the Keep Innovation in America Act, which would clarify crypto tax reporting requirements so that they work with digital assets.",100,140,"1,034"
@brian_armstrong,2023-03-09T23:33:50.000Z,"3/ I recently wrote about how the US is quickly falling behind on defining clear and fair rules, that protect consumers and enable innovation:",33,13,271
@brian_armstrong,2023-03-09T23:34:02.000Z,4/ We look forward to more engagement with the  and  – starting with ’s testimony today.,35,5,204
@balajis,2023-03-03T19:25:25.000Z,"I love you , but the media flippening has already arrived.

The New Yorker doesn't cover . covers the New Yorker.
He has 100-1000X the engagement on social media.",59,134,"1,302"
@kate_rouch,2023-03-02T19:16:27.000Z,"I cannot overstate the power of establishing a direct, opt-in connection with new 400K customers in a few days. AND it has been totally organic - with zero paid acquisition. Bananas. Web3 is the future of marketing.",14,13,66
@coinbase,2023-03-08T23:04:33.000Z,We think it's time...,18,79,517
@NeerajKA,2023-03-08T15:12:36.000Z,were you trying to buy drugs or assassination?,262,753,"6,742"
@brian_armstrong,2023-03-09T04:34:42.000Z,Healthy start to the year - love the efficient execution ,48,18,208
@brian_armstrong,2023-03-09T04:32:27.000Z,Tune in to hear former US Magistrate Judge (and current Coinbase Chief Legal Officer) Paul Grewal testify tomorrow. ,60,77,508
@brian_armstrong,2023-03-08T18:29:14.000Z,"1/ Today, Coinbase is launching Wallet as a Service, a scalable and secure set of wallet infrastructure APIs, enabling companies to easily create fully customizable onchain wallets for their users and apps.",114,219,"1,273"
@brian_armstrong,2023-03-08T18:30:45.000Z,"2/ Wallet as a Service leverages advanced multi-party computation (MPC) cryptography for added security, helping keep user assets safe by securely dividing, encrypting and distributing keys to multiple locations.",26,12,116
@brian_armstrong,2023-03-08T20:49:39.000Z,"3/ You can onboard to Coinbase Cloud today by visiting https://coinbase.com/cloud and clicking ""Get Started""",17,5,55
@brian_armstrong,2023-03-08T20:14:01.000Z,"Hosted a great ""build back better"" dinner in NY with some crypto company founders. This crypto industry has plenty of strong and compliant companies (even if the headlines would make one think otherwise).

Doing the work year after year isn't always sexy, but it's important.…",624,324,"3,143"
@brian_armstrong,2023-03-08T20:14:46.000Z,Hosting another one on the west coast tonight.,76,7,345
@PatrickMcHenry,2023-03-07T19:49:06.000Z,"America can either cement our position as the leader of the global financial system, or we can allow this wave of innovation to pass us by.

I’m proud to lead this bipartisan legislation to provide desperately needed clarity for innovators and entrepreneurs.",66,152,587
@coinbase,2023-03-08T15:07:42.000Z,"It’s time to update the system. If you’re wondering why, and you don’t have a copy of our ad in today’s , read on.",150,443,"1,714"
@coinbase,2023-03-08T14:21:36.000Z,"1/ Today we introduce Wallet as a Service, making it easier for any company or brand to seamlessly onboard their users to web3 ...even if they have never used cryptocurrency before.",199,949,"2,829"
@yugacohler,2023-03-08T14:59:28.000Z,"A project I've been helping to build at  for ~2 years was announced today: Wallet-as-a-Service, affectionately called WaaS.

My career conviction is that WaaS will on-board the next wave of Web2 and large enterprise companies on to crypto. (1/5)",93,175,"1,330"
@brian_armstrong,2023-03-07T23:18:41.000Z,Excited for  launch tomorrow,36,18,172
@brian_armstrong,2023-03-07T19:23:03.000Z,"As crypto holders, we need to elect representatives who will fight for our interests, and help ensure this technology can benefit humanity.

Crypto owners can be a powerful constituent, but only if we get organized. Sign up for #Crypto435",348,335,"1,682"
@brian_armstrong,2023-03-07T19:20:36.000Z,"For people wondering about the real world use cases of crypto, here is just one of many.",103,213,"1,027"
@TheStalwart,2023-03-06T09:21:26.000Z,"HUGE NEW ODD LOTS:

It's the CEO of   and I talked to  about ow he's navigating the two big challenges facing crypto right now.

The selloff in coin prices over the last year + the intensifying regulatory crackdown.",48,51,184
@ashleevance,2023-03-05T05:40:47.000Z,"If SpaceX did not make it - and it very nearly didn't - people in the US would be losing their minds as China's space program surged, and we fumbled along. Instead, there are now at least five legit rocket players in LA alone + space manufacturing startups, etc. US  ",101,321,"3,448"
@brian_armstrong,2023-03-05T04:08:20.000Z,"Awesome to see  with a new substack

Fwiw agree with this - I don’t think AI will increase unemployment (as is commonly believed)https://pmarca.substack.com/p/why-ai-wont-cause-unemployment…",76,42,281
@faryarshirzad,2023-03-03T13:59:43.000Z,"Just back after two days of meetings with Brazilian officials to discuss their national strategy around crypto. Met with the Presidential Administration, Finance Ministry and Central Bank, plus one of the leading Senate authors of their crypto legislation",27,22,132
@brian_armstrong,2023-03-03T03:35:47.000Z,"Coinbase is kicking off #Crypto435 to grow the crypto advocacy community. 

If you believe in crypto, now’s the time to make your voice heard with legislators and regulators. Learn more and sign up here:",246,375,"1,557"
@iampaulgrewal,2023-03-01T14:02:33.000Z,The US can still lead. But only if it chooses to.  The rest of the world is not sitting around.,85,136,657
@brian_armstrong,2023-03-02T04:33:28.000Z,,127,127,721
@coinbase,2023-02-28T15:36:03.000Z,"1/ It’s time to advance pro-crypto policy in all 435 Congressional Districts across the U.S. 

Introducing #Crypto435, our campaign to grow the crypto advocacy community and share tools and resources to make your voice heard. 

Become an advocate today ",432,"1,212","3,303"
@coinbase,2023-03-01T18:50:39.000Z,The U.S. financial system doesn't serve everyone equally—it's time for an update.   ,160,336,"1,219"
@brian_armstrong,2023-02-28T03:55:22.000Z,It's time to update the financial systemhttps://youtube.com/watch?v=VEi7rub0jcs…,161,167,961
@davidmarcus,2023-02-27T01:26:29.000Z,As a country we will come to regret not regulating crypto with clarity to incentivize the right kind of builders to innovate here while deterring bad actors and protecting consumers. This is a global race we're not on a path to win.,57,112,550
@GuillaumeLample,2023-02-24T16:08:16.000Z,"Today we release LLaMA, 4 foundation models ranging from 7B to 65B parameters.
LLaMA-13B outperforms OPT and GPT-3 175B on most benchmarks. LLaMA-65B is competitive with Chinchilla 70B and PaLM 540B.
The weights for all models are open and available at https://research.facebook.com/publications/llama-open-and-efficient-foundation-language-models/…1/n",174,"1,814","6,945"
@jessepollak,2023-02-24T14:55:13.000Z,"the base commemorative NFT is now at the top of the 1d gas usage

good illustration of why we need to bring NFTs to L2: users shouldn't have to spend this kind of money on gas to participate in the cryptoeconomy",76,67,420
@charliemktplace,2023-02-23T18:06:23.000Z,Dev culture is the CEO of Coinbase getting their pull request denied for having ugly JSON,127,793,"8,004"
@rainbowdotme,2023-02-23T16:08:19.000Z,"  created  L2 using the OP Stack to onboard the next billion users to web3 We believe L2s are the future—they make crypto easier, cheaper, & safer to use Rainbow will proudly support Base & future OP Stack chains

→ http://base.org",41,59,335
@optimismFND,2023-02-23T14:22:49.000Z,"Today, we welcome a new entrant to our ecosystem: .

They are launching a new L2 blockchain called 'Base'

Built on the OP Stack _Coinbase also joins  as core contributors to the most OverPowered public good in the game.",124,455,856
@haydenzadams,2023-02-23T16:40:53.000Z,"Extremely based for  to fee share with the  collective and commit to core development of the OP stack

Congrats to everyone involved, incredibly excited about this vision for the future ",26,46,378
@brian_armstrong,2023-02-23T16:26:37.000Z,"1/ Today, Coinbase is launching , an Ethereum layer 2 that will help improve scalability and usability of crypto, so we can bring economic freedom to 1B+ people.",587,717,"4,218"
@brian_armstrong,2023-02-23T16:27:14.000Z,"5/ To learn more about Base, follow  and read more.",17,8,203
@brian_armstrong,2023-02-23T16:27:24.000Z,6/ Join us and #BuildOnBase.,42,9,212
@brian_armstrong,2023-02-23T02:43:48.000Z,,532,245,"2,895"
@CoinbaseWallet,2023-02-21T18:26:45.000Z,"Big news for web3 builders! You can now get FREE testnet ETH, MATIC, AVAX, BNB, and FTM all in one place.

Let these faucets drip...",90,183,578
@sid_coelho,2023-02-21T18:57:46.000Z,gm buildooooors! ,22,12,75
@SenTuberville,2023-02-21T23:45:00.000Z,"Every legal business should have access to banking services. The effort by federal financial regulators to de-bank legitimate American crypto businesses is shameful, and it needs to stop.",67,69,271
@g_co,2023-02-18T17:10:14.000Z,A few things about the SEC’s crypto actions this week. Each should be a wake up call to Congress and the WH. ,59,139,442
@StockBot77,2023-02-16T20:02:24.000Z,Last year I was stacking $AVAX and accidentally sent it to an ERC20 wallet and lost it FORVER. Today  returned it long $COIN,48,29,359
@jessepollak,2023-02-18T01:36:53.000Z,nothing is better than building great things with a great team in a bear market,18,13,151
@zosegal,2023-02-17T18:25:49.000Z,"I was building in 2014 when Munger & Buffett first attacked crypto and I'll still be building in 2024. 

We've collectively willed a trillion dollar industry into existence from nothing, but we're not done. LFG.",53,126,"1,163"
@brian_armstrong,2023-02-18T18:18:33.000Z,Rewatched The Martian last night - what a great film. It’s one of the only tech positive films out there. There is no villain in the story. It cares about scientific accuracy instead of making up random nonsense. Imagine a society that had more of this in the culture.,348,340,"6,189"
@SenatorHagerty,2023-02-17T17:18:13.000Z,"I’m hearing examples of companies in the crypto space being debanked by US banks who are caving to political pressure from the left.  

If Operation Choke Point taught us anything, it’s that under no circumstances should banks be used as partisan tools to kill legal businesses.",363,953,"4,610"
@PatrickMcHenry,2023-02-16T15:08:16.000Z,"As  said: 's ""sweeping 'just about every crypto asset is a security' statements also seem to be part of a broader strategy of wishing complete jurisdiction over crypto into existence.""
Congress delegates authority to the SEC, not the other way around.",111,77,432
@brian_armstrong,2023-02-16T02:17:18.000Z,"America risks losing it's status as a financial hub long term, with no clear regs on crypto, and a hostile environment from regulators.

Congress should act soon to pass clear legislation. Crypto is open to everyone in the world and others are leading. The EU, the UK, and now HK. https://twitter.com/IamRamenPanda/status/1625941125487017989…",631,"1,809","7,999"
@coinbase,2023-02-15T01:38:15.000Z,"This week the NYDFS ordered US-based Paxos to stop issuing US dollar-denominated stablecoin BUSD and the SEC issued a Wells notice to Paxos. We don’t know what aspects of BUSD might be of interest to the SEC. 
What we do know: stablecoins are not securities ",213,769,"2,772"
@sriramk,2023-02-14T23:14:06.000Z,"one internal cultural attribute correlated to success: can you ignore the press when in the heat of a big storm and focus on building products ?

Many big tech companies fail at this IMO: hard to tune out the day to day leaks/reports and you get sucked into thinking comms first.",28,14,110
@brian_armstrong,2023-02-13T15:55:28.000Z,"I’m in Washington D.C. and had a meeting canceled. Will be at the Dirksen Senate Office building snack bar for the next hour or so, if anyone wants to come chat about crypto and how we get crypto legislation + regulatory clarity this year.",507,562,"6,736"
@brian_armstrong,2023-02-13T16:06:54.000Z,"Woah soft serve ice cream. Tempting. Need more low sugar options though, this place is carb central.",51,19,614
@brian_armstrong,2023-02-13T17:30:34.000Z,"Thanks everyone who came by to chat! Great to meet the folks working behind the scenes to draft crypto legislation. Hopefully we can get something done this year.

Much needed for consumer protection, and to see this industry built in the U.S.",46,41,971
@brian_armstrong,2023-02-13T01:31:19.000Z,Strong institutional interest in crypto despite the downturn,112,189,"1,211"
@brian_armstrong,2023-02-13T00:00:18.000Z,"No Coinbase superbowl ad this year. But fun to see more QR codes making an appearance.

We'll probably use QR codes in many of our ads in creative ways. Aids the transition from offline to online. Makes ad ROI more measurable also.",163,121,"2,093"
@brian_armstrong,2023-02-12T21:56:37.000Z,,91,130,"1,097"
@brian_armstrong,2023-02-12T17:54:44.000Z,Coinbase's staking services are not securities. We will happily defend this in court if needed.,"1,283","3,028",14.3K
@iampaulgrewal,2023-02-10T22:29:55.000Z," has made a number of misinformed assertions about staking over the past few days, and asked a number of misguided questions. Let's set the record straight point by point--there's a lot of FUD to cover.",217,621,"1,710"
@fintechfrank,2023-02-09T23:06:16.000Z,"Coinbase says Kraken news will not affect their staking program 

Sources say they’re willing to fight SEC on this issue",102,311,"1,461"
@jespow,2023-02-10T22:44:47.000Z,"Oh man, all I had to do was fill out a form on a website and tell people that staking rewards come from staking? Wish I'd seen this video before paying a $30m fine and agreeing to permanently shut down the service in the US. How dumb do I look. Gosh. ","1,200","3,558",17.5K
@brian_armstrong,2023-02-11T06:17:31.000Z,"Well said. ""True on-chain staking services like ours are fundamentally different""",96,58,650
@RepHuizenga,2023-02-10T16:03:03.000Z,"Since  won't abide by his own polices to ""come in and talk”, the House GOP will hold him accountable. Today, as promised, our oversight of the  begins with a request for documents surrounding their interactions with , , and ","2,285","5,571",19.6K
@brian_armstrong,2023-02-10T01:43:29.000Z,We will keep fighting for economic freedom (our mission at Coinbase). Some days being the most trusted brand in crypto means protecting our customers from government overreach.,"1,345","1,748",13.5K
@brian_armstrong,2023-02-09T22:10:34.000Z,"Well said. There was no way to register (a disingenuous offer).

“Using enforcement actions to tell people what the law is in an emerging industry is not an efficient or fair way of regulating.”",163,376,"2,441"
@balajis,2023-02-08T05:18:37.000Z,"Introducing the Network State Podcast.

The first episode features me and . We talk about starting new countries, upgrading Ethereum, and improving yourself!",535,"1,400","8,256"
@brian_armstrong,2023-02-08T23:10:11.000Z,1/ We're hearing rumors that the SEC would like to get rid of crypto staking in the U.S. for retail customers. I hope that's not the case as I believe it would be a terrible path for the U.S. if that was allowed to happen.,"1,602","5,085",14.2K
@brian_armstrong,2023-02-08T23:10:38.000Z,"5/ Regulation by enforcement doesn’t work. It encourages companies to operate offshore, which is what happened with FTX.",85,324,"3,575"
@brian_armstrong,2023-02-08T23:10:48.000Z,"6/ Hopefully we can work together to publish clear rules for the industry, and come up with sensible solutions that protect consumers while preserving innovation and national security interests in the U.S.",146,197,"3,303"
@brian_armstrong,2023-02-08T06:42:06.000Z,"This isn't repositioning - this has been our brand long before FTX existed (starting 10+ years ago), and it will be our brand 10 years from now.",119,88,"1,013"
@jerallaire,2023-02-06T01:32:15.000Z,,47,62,364
