Handle,Timestamp,Content,Comments,Retweets,Likes
@cz_binance,2023-09-01T11:39:13.000Z,Live now.,29,431,1.6K
@cz_binance,2023-09-01T10:07:47.000Z,"AMA later today. I guess it's called an 'X space' now, lol.",47,464,2.4K
@BNBCHAIN,2023-09-01T08:00:01.000Z,"Today marks BNB Chain's third birthday We're celebrating at our offices in London, Paris and Dubai and raising a toast to all of the amazing Web3 developers and BNB Chain users worldwide Mint your exclusive 3YA NFT!https://galxe.com/bnbchain/campaign/GCis8Uj4gL…",987,9K,4.1K
@cz_binance,2023-09-01T08:30:18.000Z,Just saw this informative video about #BNB by BitBoy! (25) BNB Starter Pack (Biggest Coin In Crypto?) - YouTube,787,575,2.5K
@binance,2023-08-31T14:01:56.000Z,"If you’re yet to join the #GASLYxBinance helmet competition, here’s some encouragement from  himself!

Get involved here  https://binance.com/en/land/pierre-gasly-f1?ref=GASLYF1&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GaslyHelmetContest…",290,328,1.1K
@cz_binance,2023-08-31T14:55:02.000Z,Doing our little bit. #Binance,789,723,5.1K
@cz_binance,2023-08-31T10:29:49.000Z,Mehmet Buyukakarsu on LinkedIn: BNB Chain Innovation was only 2 years old with these numbers. I'm super…,579,582,2.6K
@coin_post,2023-08-30T07:56:04.000Z,Binance Japanが国内戦略を発表、「Web3普及とステーブルコイン事業」に注目https://coinpost.jp/?p=479791・取扱通貨数、早期の100銘柄目指す,157,255,850
@SOU_BTC,2023-08-30T07:57:08.000Z,Binance Japanが国内戦略を発表、「Web3普及とステーブルコイン事業」に注目 https://coinpost.jp/?p=479791,65,156,600
@cz_binance,2023-08-29T21:57:55.000Z,"There are people who needs to wear a device on their wrist all night long and then an app to tell them if they should feel good or not. 

It’s so unnecessary.

All you need is the #binance  app. ",1.6K,1.2K,8.1K
@cz_binance,2023-08-29T19:22:05.000Z,"Send cash. 
Instant. Low fees.",392,356,1.8K
@cz_binance,2023-08-29T19:21:38.000Z,Attending virtually. ,241,308,1.8K
@cz_binance,2023-08-29T17:13:00.000Z,We are all in it for the tech again. ,1.4K,1.1K,9.1K
@cz_binance,2023-08-29T16:14:53.000Z,"Keeping your account(s) safe is vital.

Here's a quick blog about account takeover attacks and how you can prevent them.",328,450,1.8K
@cz_binance,2023-08-29T15:09:44.000Z,Third party analytics are so much easier in Web 3 with blockchain. TradFi doesn't have this level of transparency.,533,556,3.9K
@cz_binance,2023-08-28T18:29:17.000Z,Be a leading indicator.,1K,864,5.9K
@binance,2023-08-28T07:10:25.000Z,"Introducing MirrorX, the only institutional off-exchange settlement solution integrated with #Binance.

MirrorX allows  clients to keep their assets in 's independent custody when accessing the Binance exchange.

Learn how ",347,361,1.2K
@BTW0205,2023-08-24T12:56:08.000Z,之前提到过，自从FTX事件后，CEX 交易所可能进入下一个竞争周期，除了钱包生态、NFT生态，最重要的就是交易生态的建设，交易的本质就是少部分人赚钱，所以这个生态未来会出现大量的优秀Trader…,118,98,400
@Cristiano,2023-08-27T12:00:00.000Z,". gave me one of my hardest challenges yet - facing the lie detector. 

Full video coming soon, stay tuned.",5.7K,20K,206K
@cz_binance,2023-08-27T07:43:50.000Z,"One more security related incident / article you should read.

Don't install software!",517,518,2.1K
@cz_binance,2023-08-27T07:39:29.000Z,"New rounds of phishing attacks already underway for the poor users of FTX, BlockFi, Genesis, as a result of the Kroll data leak, which seems to be a result of a SIM swap on an employee.Learn to protect yourself. Learn about phishing attackshttps://academy.binance.com/en/articles/what-is-phishing…",667,1.1K,3.5K
@binance,2023-08-26T12:00:51.000Z,"Celebrate #InternationalDogDay with #Binance for a chance to win your share of $1,500 in #BNB!

To enter: Repost Follow  Share a photo or video of your dog with Binance elements using #BinanceDogT&Cs apply  https://binance.com/en/survey/e59ec9b6f7364988820dd5b3de195f90?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",1.3K,2.6K,2.9K
@cz_binance,2023-08-25T05:58:15.000Z,DeFi taking over. ,945,1K,4.1K
@binance,2023-08-24T12:02:55.000Z,"Turkish coffee and #Binance.  

Two things we'll be seeing a lot of at #BinanceBlockchainWeek Istanbul    ",588,568,2.6K
@cz_binance,2023-08-24T09:04:24.000Z,Binance in Italia ha accumulato criptovalute per 385 milioni di euro in pochi mesi. Tutti i numeri del business - MilanoFinanza News,752,542,2.4K
@cz_binance,2023-08-24T08:58:51.000Z,Binance Collaborates With Taiwan's New Taipei District Prosecutors Office To Enhance Crime Fighters’ Investigative Skills | Binance Blog,832,697,2.4K
@zkHopium,2023-08-24T02:27:54.000Z,"There's been a lot of misinformation regarding potential cascading effects from BNB liquidation on  , which have ""allegedly"" prompted  to market dump #BTC to defend #BNB price.

This threadis to explore the fundamental soundness of such allegations.#FUD",122,239,804
@cz_binance,2023-08-23T16:10:49.000Z,Working at #Binance isn't a typical job.,52,622,3K
@binance,2023-08-23T14:00:02.000Z,"Here's your chance to design 's F1 helmet!

Pierre will be wearing the winning design throughout the Abu Dhabi race weekend in November.

May the best design win! #GASLYxBinance",4.4K,3K,5.6K
@binance,2023-08-22T12:38:45.000Z,"We’re excited to announce that #Binance Pay has now launched in Brazil! Local businesses in the country can now access all the benefits of accepting crypto payments, including increased speeds and lower costs.

Find all the details below.",1K,911,2.5K
@SimoneG19052302,2023-08-22T10:04:21.000Z,"Say no for FUD #4, #binance is very safe and maintain by themselves, let’s spread crypto good news not FUD.",345,852,2.1K
@cz_binance,2023-08-21T08:55:45.000Z,"I don’t know what AlphaGPT is. First saw it in a spam comment yesterday on Twitter.  There seems to be many bots spamming through many accounts.

They just can’t stop talking about us. ",2.6K,793,3K
@cz_binance,2023-08-20T19:30:57.000Z,,283,201,540
@binance,2023-08-20T19:27:07.000Z,"We've been made aware of a scam project that has caught a lot of attention by lying about having a partnership with Binance.

Scammers often lie about partnerships to seem credible. Be careful, do your own research. Real partnerships are announced on official Binance channels.",1.2K,1.1K,3.8K
@cz_binance,2023-08-19T15:57:34.000Z,Here we go again. Seen this before?,3.8K,1.6K,9.2K
@cz_binance,2023-08-19T07:55:58.000Z,Why wouldn't they? ,1.1K,1.1K,4.9K
@cz_binance,2023-08-18T16:15:55.000Z,"X should really solve the bots & spam problems before removing blocks.

Just my 0.02 #BNB. ",879,812,5.4K
@cz_binance,2023-08-18T07:43:37.000Z,"4 ... years ago, we were thrilled to see #BTC finally climb back to $10,000 again. And then it dropped for a bit. I got a few ""comments"" for the tweet below , for a while... Zoom out.",1.3K,1.8K,8.5K
@cz_binance,2023-08-18T04:52:08.000Z,Think what  is doing.,2K,1.2K,9K
@cz_binance,2023-08-16T20:37:45.000Z,Here is the English version of the article mentioned earlier.https://picapica.wtf/p/inside-binance-decoding-the-borderless…,484,420,1.5K
@cz_binance,2023-08-16T20:13:35.000Z,"Interesting article about Binance.  If you wish, happy to do a call to give you more context or background, or more access to Binance internals/data. Thanks for the article. >谁在制造币安：4000 份履历里的无国界公司 https://mp.weixin.qq.com/s/qedPxj5O0rVkAchDrHU55A…",273,321,1.2K
@cz_binance,2023-08-16T16:45:19.000Z,"Win a trip to Turkey! #Binance is giving away 5 trips (flights, hotel, event entry) to Binance Blockchain Week on Nov 8-9.

Retweet and reply with why you'd like to attend using the hashtag #BinanceBlockchainWeek ",5.2K,6.5K,11K
@cz_binance,2023-08-16T16:45:45.000Z,Learn more about #BinanceBlockchainWeek here.,143,123,409
@cz_binance,2023-08-16T16:45:29.000Z,Terms and conditions apply. https://binance.com/en/survey/3972083f752b448a871fee28dbcbd914…,97,76,310
@binance,2023-08-16T13:18:13.000Z,"Win a free trip to Turkey! We're giving 5 of you the chance to join us at #BinanceBlockchainWeek in Istanbul, with entry, travel and accommodation paid for.

Here's how to win: Retweet Follow  Reply with why you want to attend using #BinanceBlockchainWeek",5.4K,5.8K,6.9K
@cz_binance,2023-08-16T10:36:13.000Z,"Been seeing a lot of cats on my feed from the #BinanceCat contest. Keep them coming!

This one from  is cool.",38,539,2.5K
@cz_binance,2023-08-16T10:36:26.000Z,Details here.,3,84,279
@cz_binance,2023-08-16T08:13:01.000Z,"I highly recommend everyone to do this, to better protect your account. Stay #SAFU!",528,612,2.4K
@cz_binance,2023-08-16T04:48:09.000Z,#Binance,1K,842,5.3K
@cz_binance,2023-08-15T17:43:04.000Z,"Every time I have a meeting with the product team, there are many improvements to be made. Maybe I just gotta have more meetings with the product team. ",872,582,4.9K
@cz_binance,2023-08-14T19:37:25.000Z,"People often seek the one big thing that changed everything. 

But in reality, it's often the (consistent) little things that accumulate over time.",1.5K,2.4K,10K
@binance,2023-08-14T10:22:25.000Z,"17 days left until farming ends for the $SEI and $CYBER launchpools!

Here's a look at the staking totals for each. 

Start farming here ",490,523,1.7K
@cz_binance,2023-08-14T05:45:13.000Z,"The simple strategy of DCA and hold...

(not financial advice)",878,1.2K,5K
@cz_binance,2023-08-11T20:45:54.000Z,We try to help stablize the defi ecosystem.,1.1K,1.2K,4.8K
@cz_binance,2023-08-11T16:31:29.000Z,Is this for real? ,1.4K,1K,7.3K
@BNBCHAIN,2023-08-10T09:45:00.000Z,"Get ready for opBNB’s Odyssey From Testnet to Mainnet!  Claim your opBNB Genesis NFT & a share in the $50,000 airdrop!    August 10th - September 15th

Dive into the campaign details here: https://buff.ly/448lcb8",3.3K,125K,34K
@binance,2023-08-10T12:00:00.000Z,"Not long left to get your #BinanceBlockchainWeek tickets at current prices!

Secure your spot at the crypto event of the year for an unforgettable experience.

Get your early bird tickets today ",240,334,1K
@cz_binance,2023-08-11T06:34:48.000Z,"Self custody wallets are not without risks.

I am supportive of self custody, IF you know what you are doing.

Stay #SAFU!",599,487,2.4K
@cz_binance,2023-08-11T06:50:16.000Z,"This vulnerability is due to the random number generator using a 32 bit seed, which is not sufficiently random against modern cracking such as GPUs.   and  wallets do not use this for seed phrase generation. ",271,264,1.4K
@BitcoinMagazine,2023-08-10T16:33:26.000Z,JUST IN: All the top 15 best performing equity ETFs this year are #Bitcoin and crypto related.,431,1.4K,4.3K
@cz_binance,2023-08-08T14:26:09.000Z,#Binance is pleased to announce that it has become the first fully licensed crypto exchange in El Salvador.Let’s keep making crypto more accessible.,106,2.7K,12K
@BinanceVIP,2023-08-10T12:54:57.000Z,"Introducing , Co-Founder and CEO of Real Vision, as our first guest on #Binance VIP Voices! August 17, 2023 17:00 UTC Binance Live

Don’t miss out, as we’ll be discussing institutional crypto adoption in 2023 and more.

Set a reminder ",219,225,843
@cz_binance,2023-08-10T08:37:37.000Z,"This issue was present in the TSS Library Binance open-sourced, which has been fixed. Thanks to Fireblocks for uncovering it!

No  user funds affected. 

Even MPC custody solutions have risks. Stay #SAFU! ",467,487,2.1K
@cz_binance,2023-08-10T08:39:47.000Z,TSS = Threshold Signature Scheme,141,138,695
@cz_binance,2023-08-10T08:41:22.000Z,"MPC = Multi Party Computation. Similar to multi-signature, but more advanced.",134,166,759
@cz_binance,2023-08-08T17:38:38.000Z,Not long ago. ,1.5K,3.4K,18K
@BinancePk,2023-08-09T07:46:04.000Z,Raise your hand if #Binance has made an impact on your life. ,425,359,1.8K
@cz_binance,2023-08-09T06:55:23.000Z,This is pretty scary from a video verification perspective. Don't send people coins even if they send you a video... ,717,1.1K,4.3K
@cz_binance,2023-08-08T17:38:38.000Z,Not long ago. ,1.5K,3.4K,18K
@cz_binance,2023-08-08T14:26:09.000Z,#Binance is pleased to announce that it has become the first fully licensed crypto exchange in El Salvador.Let’s keep making crypto more accessible.,106,2.7K,12K
@binance,2023-08-08T10:00:01.000Z,"Celebrate #InternationalCatDay with us Show off your #Binance cat to win from $800 in #BNBTo enter: Retweet Follow  Tweet a photo or video of your cat with #Binance elements using #BinanceCatThe top 5 will win $100, with the next 6 winning $50 each!",3.1K,4.2K,5.7K
@cz_binance,2023-08-08T03:33:07.000Z,Everyone will be in crypto.,4K,7.2K,32K
@cz_binance,2023-08-05T05:55:17.000Z,Keep building.,979,1K,4.9K
@cz_binance,2023-08-05T05:55:12.000Z,Interesting to learn internet adoption is only 60% so far.,441,475,2.3K
@binance,2023-08-04T10:05:01.000Z,"#Binance Pay is now accepted at !

You can now use Binance Pay to buy makeup, cosmetics, and more from over 300 beauty brands available in the YesStyle marketplace.

Shop today ",346,459,1.5K
@LeBinanceFR,2023-08-03T09:30:00.000Z,"Ce n'est pas une légende, les Marseillais sont Marcher sur le Vieux Port en habits #BinanceSe faire arrêter tous les 5 mètres par des BinanciensJouer à la pétanque ensembleSe prendre un petit pont par un Marseillais

Revivez tout en images #TourDeFranceBinance",126,269,611
@cz_binance,2023-08-03T18:11:26.000Z,"#BinanceBlockchainWeek is in Istanbul, Turkey this year on November 8 & 9. 

Check the image alt text.

» http://binanceblockchainweek.com",39,713,3.1K
@elonmusk,2022-11-23T09:06:22.000Z,Semafor is owned by SBF. This is a massive conflict of interest in your reporting. Journalistic integrity is .,1.6K,7.5K,56K
@cz_binance,2023-08-03T11:24:50.000Z,"This week at #Binance (so far):

- Binance Japan officially launched
- Binance secured an Operational MVP License in Dubai (first exchange in the world to do so)
- 2x new Binance Launchpools - $CYBER & $SEI- Hit 150M registered Binance users

Keep building.",93,2K,9.3K
@cz_binance,2023-08-02T20:56:42.000Z,"The quality of research, validation, or even logical thinking in this ""news"" is appalling.

If it is a board vote, 1 vote holding out of 3 won't stop anything. The 2/3 wins.

If it is a shareholder vote, Brian S. is a CEO, not a VC or any other type investor.

It's just FUD. 4.",982,1K,4.2K
@cz_binance,2023-08-02T15:42:19.000Z,"I want to share this (luckily) unsuccessful, but very clever and close scam incident from yesterday .  Saved $20m. Hope it may also save you one day.

The scammers are so good now they generate addresses with the same starting and ending letters, which is what most people check…",1.7K,3.7K,11K
@cz_binance,2023-08-02T15:13:13.000Z,4,3.6K,2.7K,13K
@cz_binance,2023-08-02T10:33:13.000Z,"Some highlights from the recent AMA.

Topics: Dubai license Binance Launchpad Binance merch Team management New blockchains",37,579,2.4K
@cz_binance,2023-08-01T15:39:31.000Z,"2 Launchpools. Sorry, getting confused in my old age.",1K,934,4.8K
@binance,2023-08-01T08:43:21.000Z,"Introducing CyberConnect $CYBER on Binance Launchpool!   

Farm CYBER by staking #BNB, $TUSD and $FDUSD.   https://binance.com/en/support/announcement/7d1f62e7483d406584a754a38094358a?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",602,3.4K,5.8K
@cz_binance,2023-08-01T15:14:59.000Z,Introducing #Binance Japan: A Dedicated Platform for Residents in Japan ,45,1.3K,6K
@binance,2023-08-01T15:01:42.000Z,"Showcase #Binance to win $100 in #BNB! 

To enter: Retweet  Follow  Tweet a photo of you using Binance or Binance merch with #MyBinanceOur favorite 15 will win $100 each!",1K,1.6K,2.4K
@binance,2023-08-01T11:18:23.000Z,"We’re proud to announce that #Binance has officially launched in Japan as Binance Japan K.K.  

Users in the country now have access to more tradable tokens than any other exchange, with Spot and Earn products available.  

Find more details below.",883,2.4K,7.2K
@cz_binance,2023-08-01T08:26:22.000Z,Wen Launchpool? ,54,554,2.8K
@NoahBPerlman,2023-07-31T13:08:45.000Z,Thrilled to announce that #BINANCE  Is the First Virtual Asset Exchange to Receive an Operational MVP License in Dubai!,131,264,1K
@cz_binance,2023-07-31T14:31:50.000Z,Some interesting stuff here that I didn’t know before. It makes sense that stable coins increase the dominance of the underlying pegged currency.,524,445,1.8K
@cz_binance,2023-07-31T14:27:03.000Z,#Binance is the first exchange in the world to secure an Operational MVP License from Dubai's Virtual Assets Regulatory Authority (VARA).,64,1.2K,5.1K
@cz_binance,2023-07-31T13:43:28.000Z,#Binance,695,774,3.4K
@binance,2023-07-31T11:30:19.000Z,"And we're live!  

Tune in to our Twitter Space with  below https://twitter.com/i/spaces/1LyxBqnRkoLJN?s=20…",388,425,1.2K
@binance,2023-07-31T06:00:01.000Z,"We're back with another Twitter Space AMA with !  Today, July 31.  11:30 UTC.  Binance Twitter Spaces.

If you have a question, don't forget to raise your hand ",459,623,2.1K
@cz_binance,2023-07-31T07:04:32.000Z,"CEX price feed saves DeFi. Binance users are not affected. Our team checked on the Vyper Reentrant Vulnerability. We only use version 0.3.7 or above. 

It's important to stay up-to-date with code libraries, apps and OS. And stay #SAFU ",489,544,2.4K
@binance,2023-07-31T05:05:33.000Z,"#Binance FZE, our Dubai based subsidiary, is the world's first exchange to receive the Operational Minimum Viable Product licence in Dubai.

Eligible users can now access regulated virtual asset services, such as fiat on and off ramp services via Binance FZE.

More here ",299,587,1.7K
@cz_binance,2023-07-30T16:36:30.000Z,"On this 8th birthday of #Ethereum, a little throw back to May 2, 2015, in Tokyo, just before #ETH was officially born.  stayed in my apartment in Tokyo during this trip. He was already working on and talking about ETH non-stop. And I still missed (didn't buy)…",1.7K,2.9K,16K
@cz_binance,2023-07-30T16:39:27.000Z,"It's a green flip flop, btw.",254,178,1.9K
@cz_binance,2023-07-30T16:12:55.000Z,"Happy Birthday #Ethereum!  

Among many things, Ethereum made ICOs possible, which in turn, made many other projects possible, including Binance. ",971,1.8K,10K
@cz_binance,2023-07-29T08:05:00.000Z,Blockchain: 0.1 seconds,850,1K,4.3K
@cz_binance,2023-07-28T17:05:53.000Z,“Binance’s New General Counsel On the Cutting Edge of Crypto Regulation”,38,463,2.3K
@cz_binance,2023-07-28T07:13:18.000Z,They can't stop thinking about us. ,1.1K,1.1K,6.7K
@cz_binance,2023-07-27T15:21:29.000Z,"Q2 BNB Chain report:

""BNB Chain Dominates Q2 with an average market share of 46.5% for total Verified Smart Contracts, Ethereum Follows at 31.3%""

Keep building.",663,821,3K
@binance,2023-07-27T10:06:31.000Z," Win your share of $5,000! Here’s how: Retweet Add the #Binance Widget to your phone Share a screenshot with a creative background Use the hashtag #BinanceWidgetWe'll pick 20 of the best to win $250 each!

Bonus points for having ",5.7K,8.5K,8.1K
@cz_binance,2023-07-26T18:45:05.000Z,Bitcoin is more stable than stable coins now… ,2.5K,3.2K,21K
@cz_binance,2023-07-25T17:13:03.000Z,バイナンス,1K,1K,4.1K
@cz_binance,2023-07-25T15:43:42.000Z,"Unpopular x:

""Impermanent loss"" is usually ""permanent loss"".  Don't let a term fool you. And ""stable"" coins... are not always stable.

Learn risk management. Stay #SAFU.",2.1K,1.5K,7.5K
@cz_binance,2023-07-25T09:34:30.000Z,Japan PM reaffirms Web3 plans as Binance announces imminent launch,797,2K,7.3K
@cz_binance,2023-07-24T15:09:39.000Z,"1. Education.

147 graduates have secured IT-related jobs from the IT Generation project in Ukraine, a tech scholarship program supported by .

» https://binance.com/en/blog/charity/it-generation-program-empowering-ukrainians-with-tech-scholarships-1473202064819672027?ref=AZTKZ9XS&utm_source=CZTwitter&utm_medium=CZSocial&utm_campaign=CZSocial…",679,701,2.5K
@cz_binance,2023-07-24T14:09:54.000Z,Let’s X it… ,2.2K,1.9K,13K
@spidey_cyp155,2023-07-24T02:42:12.000Z,"#Binance standing strong despite storms.
- US Fud
- Paid attacks
- Fake news
- Hate attacks
- Insolvency false reports

Despite so much FUD & attacks, the reserves are rock solid. This shows the trust  has built over the years.  ",181,356,1.1K
@cz_binance,2023-07-24T06:16:39.000Z,"Also from 6 years ago, an article I wrote on FUD. Yes, it's a time-old concept. It hasn't changed. And sadly, it will go on for a while.",609,803,3K
@cz_binance,2023-07-23T19:41:05.000Z,"Someone sent this to me, an article I wrote 6 years ago. The project mentioned currently has a market cap of less than $1m. It's a good group of guys, but probably distracted by too much money.

Start small and grow big, not the other way around.",580,859,3.4K
@cz_binance,2023-07-23T19:03:52.000Z,CR7 is a cool dude.,430,457,2.5K
@cz_binance,2023-07-22T20:40:57.000Z,"Technology advances are always a double edged sword, some bad mostly good.",1K,897,4.4K
@cz_binance,2023-07-22T19:33:23.000Z,"When people see me in a restaurant, they say: “oh it’s the Binance guy.” ",1.7K,1.4K,10K
@binance,2023-07-20T14:06:50.000Z,"A training session like no other.

Holders of the rarest ForeverCR7: The GOAT NFTs will be able to train with  Ronaldo in-person.

Here's a first look at what they'll get up to ",528,761,1.9K
@cz_binance,2023-07-21T13:14:41.000Z,"#Binance France released its first audited financial statements today. 

Binance France a publié aujourd’hui ses premiers états financiers audités.",659,1.1K,4.1K
@cz_binance,2023-07-21T04:44:32.000Z,Be careful with phishing and other social engineering scams. Best to enable 2FA with a hardware device (Yubikey) on all crypto exchanges.,628,1.4K,4.4K
@cz_binance,2023-07-20T13:33:59.000Z,"They say usually, faster is better. ",603,819,3.2K
@cz_binance,2023-07-20T12:16:22.000Z,The first global music tour powered by Web3.#BinanceAfterHours,491,587,2.4K
@cz_binance,2023-07-20T12:20:59.000Z,Experience it here. https://enterthedimension.com/?ref=AZTKZ9XS&utm_source=CZTwitter&utm_medium=CZSocial&utm_campaign=CZSocial…,97,68,308
@cz_binance,2023-07-19T18:34:31.000Z,"Positive life starts with positive energy.

Be full of positive energy in life. ",2.1K,2.8K,13K
@Xbestshiller,2023-07-19T11:28:17.000Z,I love #BTC #Binance,598,257,842
@cz_binance,2023-07-19T05:19:19.000Z,"The quarterly #BNB burn is done, according to the public algorithm. 

I was told there will be some more on-chain (large) transactions shortly, to further distribute/spread the coins to more addresses. Nothing to be alarmed about. ",885,1K,5.1K
@cz_binance,2023-07-19T04:57:19.000Z,,1.8K,1.3K,10K
@binance,2023-07-17T10:13:16.000Z,"6 years of #BinanceBuilt as a community, celebrated as a community.  

Here’s a look at what we got up to for #BinanceTurns6!",651,840,2.6K
@cz_binance,2023-07-17T18:32:21.000Z,"I learned today that a guy who is constantly spreading FUD about  was just because he pitched his project to Binance Labs and we didn't invest. 

Feel really sad for him. I hope he eventually finds his way out of it, and actually focus on his own project. ",1K,1.3K,5.8K
@cz_binance,2023-07-17T17:52:59.000Z,"If you only invest during the bull market, then you are by definition, only buying high. Not investment advice. Just saying.",1.9K,4.5K,17K
@cz_binance,2023-07-17T07:24:15.000Z,There was a tech issue with the withdrawal system just now. Lasted for about 10 min. Should be all fixed now. No need to FUD. ,1.2K,1.2K,8.4K
@cz_binance,2023-07-17T07:22:44.000Z,still here. was just chilling on a Sunday... ,491,527,4K
@cz_binance,2023-07-15T16:29:40.000Z,Keep building.,2.4K,5.6K,24K
@cz_binance,2023-07-15T14:24:12.000Z,The conversion is one way only. #bitcoin #BNB,878,1.4K,6.8K
@cz_binance,2023-07-14T20:31:26.000Z,"As we continuously strive to increase talent density, there are involuntary terminations. This happens in every company. The numbers reported by media are all way off. 4 FUD. 

On the bright side, they just can’t resist talking about us.

We are still hiring. ",1.5K,1.5K,8.8K
@cz_binance,2023-07-14T16:46:56.000Z,"6 years ago today, a little exchange called  launched. Everyone was telling me there is no chance for another exchange. Here are some reflections over the last few years. Thank you for your unwavering support! ",1.6K,2.6K,13K
@BudhilVyas,2023-07-14T14:27:01.000Z,Celebrating 6 Years of  Congratulations  and thank you for always being there for #Crypto Community #Binance #BinanceTurns6 #Bitcoin,209,292,1.2K
@BNBCHAIN,2023-07-14T09:20:31.000Z,"Today #BinanceTurns6To celebrate, we're taking this opportunity to highlight some high potential projects to watch, that have been building on #BNB Chain over the past year.

Thanks to the entire community for your continued efforts!

A thread of our chosen projects ",394,819,2.1K
@BinanceVIP,2023-07-14T02:24:44.000Z,"Glad to see 's latest Crypto Hedge Fund Report! Here are the highlights: 93% of HFs expect a crypto market cap increase 31% see tokenisation as the top opportunity in 2023 25% are exploring tokenisation, including non-crypto HFs

Read more https://pwc.com/gx/en/news-room/press-releases/2023/pwc-2023-global-crypto-hedge-fund-report.html…",126,223,598
@cz_binance,2023-07-14T06:30:18.000Z,. never delisted XRP. Trading link below.,1K,1.8K,11K
@binance,2023-07-14T06:20:50.000Z,"Today we celebrate 6 years of #Binance!

Thank you for your extraordinary support over the last 6 years and we can't wait for what lies ahead.

Here's a message from  to all of you for #BinanceTurns6.",1K,1.6K,6.9K
@BNBCHAIN,2023-07-13T14:04:20.000Z,"We're so excited to announce our latest hackathon, which aims to inspire devs to build with opBNB and BNB Greenfield Read about the incredible rewards hackers can earn from participating and register here!https://forms.monday.com/forms/249adfbe24f2538e3561bf36ccdec545?r=use1&ref=binance.ghost.io…",18K,12K,11K
@cz_binance,2023-07-13T21:14:41.000Z,"Eleanor has been in this role for a couple of months already. We don't make big splashes or emphasis title changes. However, this role is gonna have an impact on the industry as a whole. And I am confident Eleanor will continue to excel. ",263,294,1.9K
@cz_binance,2023-07-13T21:19:27.000Z,She has also been with  for a few years already.,108,79,629
@cz_binance,2023-07-13T20:41:48.000Z,"It's less about winning or losing, it's about on the right side of the people. ",1.3K,2.2K,15K
@Spigg1115,2023-07-13T20:18:12.000Z,"#Binance never stopped trading on #XRP  during this all time…

Supported all this time until the final victory, for the good of cryptocurrency…

Just saying lol

This is what we call having big balls haha Crypto wins!!!! ",3,9,506
@RepRitchie,2023-07-13T16:54:59.000Z,"  is acting like an overzealous traffic cop arbitrarily ticketing drivers while keeping the speed limit a secret. 

It prefers to communicate by enforcement rather than by rules or guidance. But that's no way to regulate digital assets.

I'm calling for an investigation.",456,1.9K,7.4K
@cz_binance,2023-07-13T17:30:34.000Z,XRP ,2.3K,7.9K,46K
@dominhan_1986,2023-07-11T10:20:56.000Z,"Happy birthday #Binance - a 6-year-old boy who is active, adventurous and always passionate in discover new things #BinanceTurns6 #Binance 
From  w ",116,189,734
@cz_binance,2023-07-12T19:55:09.000Z,2023 Crypto Crime Mid-year Update: Crime Down 65% Overall,953,973,3.9K
@cz_binance,2023-07-12T14:05:01.000Z,"#BinanceBlockchainWeek is coming to Istanbul Turkey this year on November 8-9.Turkey has one of #Binance's strongest communities, so I'm glad we can host it here.Early bird tickets are on sale now, 85% discount. First come, first served.

Tickets: https://binanceblockchainweek.com/event/de2ec7f5-f14f-4043-b21f-7ed55f759d74/summary?ref=BBW2023&utm_source=CZTwitter&utm_medium=GlobalSocial&utm_campaign=BBW2023…",1K,1.1K,5.6K
@cz_binance,2023-07-12T06:56:33.000Z,"#bitcoin doesn't have a 30-day-money-back-guarantee. Use it ONLY when you are sure.

Btw, most ""30-day-money-back-guarantees"" don't work.",802,923,5K
@BinanceUShelp,2023-07-11T19:46:46.000Z,"We take the security and integrity of all customer assets seriously and want to address some recent FUD regarding $BCH. http://Binance.US maintains 1:1 reserves, which means for every BCH you hold on our platform, we maintain a BCH in reserve.

The temporary pause we…",285,266,905
@Sandicci,2023-07-10T17:01:49.000Z,  “Secret treasury under the sea” for #BinanceTurns6  (please watch video till the end for treasury ) ,166,123,590
@binance,2023-07-11T06:09:23.000Z,".'s tour, sponsored by #Binance, keeps breaking records:  Highest attendance - 80,000 fans at the latest show, a stadium record First global music tour powered by Web3

Experience it here ",424,459,1.3K
@cz_binance,2023-07-11T05:09:32.000Z,It should not be hard to pay or get paid by someone in a different country.,1.6K,1.7K,11K
@cz_binance,2023-07-10T19:38:37.000Z,,481,273,1.6K
@binance,2023-07-10T13:05:28.000Z,Here's one for you boss  #BinanceTurns6,480,344,1.9K
@cz_binance,2023-07-10T09:40:33.000Z,Wen Launchpad? ,51,700,3.1K
@binance,2023-07-10T09:25:15.000Z,Introducing the  $ARKM token sale on #Binance Launchpad! https://binance.com/en/support/announcement/6ad1921b56fb4b369f9cf3e4449e62e2?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…,955,2.1K,4.3K
@cz_binance,2023-07-10T05:37:44.000Z,"A little secret for building tight teams.

I often get asked about what’s the best way to build tight/strong teams. So, here is a little counter-intuitive “secret” on how to do that.

It’s not fancy team building dinners, outings, etc.
It’s not the coaching exercises, mentors or…",1.4K,2K,9.2K
