Handle,Timestamp,Content,Comments,Retweets,Likes
@DeFi_JUST,2023-09-18T03:02:59.000Z,"Let’s move on‍‍#wstUSDT total supply on #JustLendDAO has reached a $1.2 Billion milestone

Earn Passive Income at http://justlend.org",14,14,51
@stusdt,2023-09-16T16:53:51.000Z,"#stUSDT reaches another milestone with its TVL surpassing $1.78 Billion!Thanks all for your contributions to the growth of stUSDT!Explore, create, and grow together in the sensational world of stUSDT: https://stusdt.io",41,15,74
@justinsuntron,2023-09-16T10:34:10.000Z,http://Htx.com,248,69,470
@BITPointJP,2023-09-15T08:32:16.000Z,"／
TRON × BITPOINT
TRX 購入キャンペーン開催＼#BITPOINT で #TRX を購入すると購入金額の5％相当TRXをもれなくプレゼントキャンペーン期間
2023/10/16(月)16:00まで

▼詳細はこちら",23,142,155
@TheBlock__,2023-09-14T07:12:04.000Z,Justin Sun hopes HTX rebrand will help exchange keep pace with rivals' global expansion,69,26,79
@trondaoCN,2023-09-14T03:09:46.000Z,千人狂欢，颜值拉满！#TRON #HTX #TOKEN2049很高兴和大家相聚新加坡，共同度过一个美妙的夜晚！,7,11,60
@Foresight_News,2023-09-14T10:23:32.000Z,"【FN 独家丨HTX，火币的下一个「十年之约」？】

以「HTX」这个国际化的品牌为号角，践行「全球化」的战略布局，深度推进监管合规、产品创新的新征程，开启下一个「十年之约」。      #HTX",7,9,38
谢家印@火币HTX,2023-09-14T13:00:26.000Z,"过去十年 #火币 积极应对各种挑战并取得丰硕成果：累计注册用户4400万，累计交易用户超过900万，累计交易量超过31万亿U，历史最高资沉超过600亿U，历史最高月活跃用户数超过300万。都说火币如初恋，是无数人的 #启蒙者 事实上十年来，火币始终致敬Web3.

昨晚，火币正式升级为 #火币HTX ，#H…",63,90,166
@trondao,2023-09-14T03:03:12.000Z,For everyone asking about the #TRONxHTX afterparty - the highlights are up! Jump in and catch the vibe. ,23,50,188
@HTX_Global,2023-09-14T12:06:16.000Z,Huobi Rebrands to HTX at #Token2049 Huobi → #HTXLearn More ,95,106,357
@Foresight_News,2023-09-13T13:58:47.000Z,【  ：「HTX」的命名结合了火币、TRON 与 Exchange】,6,9,28
@CoinDeskChinese,2023-09-14T09:34:51.000Z,#Token2049Singapore 孙宇晨  表示：“美国监管趋严，日本、韩国、新加坡、香港都很有前途，世界各地的人将把比特币 $BTC 价格推进到一个新的高度。”,5,14,36
@CoinDeskChinese,2023-09-14T03:31:18.000Z,火币  英文品牌升级发布会，孙宇晨  解释英文品牌升级为 HTX 的原因。#Token2049Singapore,7,15,49
@66Huobi,2023-09-13T15:24:21.000Z,咱就是说 老板还是这么帅 ,248,43,778
@allinweb6,2023-09-13T13:17:59.000Z,"孙哥的钞能力，在新加坡最大的夜总会包场。

火币十周年，Huobi正式更名为HTX。",15,47,213
Nina 小耳朵 @iPollo,2023-09-13T16:02:28.000Z,"HTX十岁快乐！！
抽奖抽中一个以太坊哈哈 我也很快乐

谢谢杜总 谢谢孙哥  谢谢HTX  ",95,27,242
@justinsuntron,2023-09-13T15:55:34.000Z,"Steve Jobs once said, “Those crazy enough to think they can change the world, do.”

Tonight, I’m with a room full of these change-makers. Let’s build a decentralized future together! ",213,235,1.2K
@trondao,2023-09-13T10:42:27.000Z,"Yo, #TRONICS! Got a sneak peek of the #Token2049 afterparty setup - it's next-level. 

Who's ready to light up the night? ",15,35,139
@justinsuntron,2023-09-13T14:52:21.000Z,本次品牌升级是英文品牌升级，中文品牌火币保持不变，全称为火币HTX ,230,37,336
@WhaleChart,2023-09-13T11:37:51.000Z,"JUST IN:

Bitcoin and crypto exchange Huobi will be renamed HTX.",177,93,647
@Poloniex,2023-09-13T10:45:01.000Z,"Congratulations  on reaching another milestone in the blcokchain industry, happy 10-year anniversary! Let's work together to create the next glorious decade! #Huobi #HTX #Crypto #Poloniex",20,16,88
@WuBlockchain,2023-09-13T11:15:42.000Z,Just In: Huobi Exchange will be renamed HTX. Huobi’s official English Twitter account has been changed to “HTX”. Justin Sun will make the announcement in Singapore. https://twitter.com/HTX_Global,82,107,306
@TheBlock__,2023-09-13T11:50:12.000Z,Crypto exchange Huobi rebrands to HTX for tenth anniversary,33,57,108
@coingecko,2023-09-13T12:06:44.000Z,"JUST IN: Crypto exchange Huobi to rebrand from ""Huobi"" to ""HTX"" with a new brand slogan - ""HTX, Just Trade It"". http://gcko.io/news",177,106,471
@ViewsOfChris,2023-09-13T12:47:49.000Z,"和OG朋友们一起见证
火币十周年， 品牌升级～ #Huobi10thAnniversary #HTX    ",22,18,144
@justinsuntron,2023-09-13T14:20:40.000Z,Huobi→HTX #HTX,192,175,900
@DujunX,2023-09-13T12:45:21.000Z,"Huobi→HTX…
下一个十年交给",61,23,203
@stusdt,2023-09-12T08:36:10.000Z,"#stUSDT is on fire20.35% TVL increased in the past 7 days!

Data source: ",52,14,81
@justinsuntron,2023-09-12T08:25:55.000Z,"Just hit the stage with , diving into the game-changing potential of blockchain mainnets.

Looking forward to the future of #TRON. ",81,49,314
@justinsuntron,2023-09-12T08:07:00.000Z,"That’s a wrap! Shared the stage with , , , and .

Kudos to  for making #BitgetEmpowerXSummit at #token2049 unforgettable! ",66,46,268
@tokenterminal,2023-09-11T18:00:50.000Z,"Top protocols in crypto, based on DAUs:
1.  ~1.11m
2.  ~836k
3.  ~712k
4.  ~680k 
5.  ~309k",23,52,151
@justinsuntron,2023-09-12T02:56:50.000Z,"Awesome vibes discussing AI & Blockchain at Panel 1 hosted by .

All that prep sure paid off — loved diving into the tech frontier! ",86,68,314
@HTX_Global,2023-09-11T08:05:34.000Z,Exclusive Private Jet Experience Giveaway! #Huobi10thAnniversaryMint #Huobi Mars NFT here  https://huobi.com/en-us/mars/Amazing Rewards Await: 1x Free return tickets on Justin Sun’s private jet 20k USDT+ $20k Futures BonusSpace Travel Privileges with ,123,44,169
@justinsuntron,2023-09-11T12:02:03.000Z,"Awesome vibes speaking at the  event in Singapore!

Loved being a part of it. ",104,52,385
@HuobiGlobal,2023-09-11T08:11:20.000Z,"从孙哥 到你，空客在等你！#火币 十周年 加码抽豪礼

Mint #火星计划 NFT，寻找有缘人  http://huobi.com/zh-cn/mars/3重奖励只为你 孙哥私人飞机使用权往返1次 2万USDT+2万U合约体验金 与 一起去太空旅行#Huobi #Token2049  #BTC",50,17,87
@justinsuntron,2023-09-11T07:43:29.000Z,,109,18,286
@wangfeng_0128,2023-09-10T11:27:12.000Z,"最活跃用户区块链排名中，以太坊只能第六。

原来前五名是：
Tron、BTC、BNBchain、Near和Polygon。",72,33,135
@justinsuntron,2023-09-11T03:30:00.000Z,C u,73,17,159
@luganodes,2023-09-05T19:06:56.000Z,Check out our latest video guide on how to stake on the TRON Network in just a few simple clicks using the user-friendly  Join the fastest-growing public blockchain with 180Mn+ users and counting.,33,25,69
@Coin98Analytics,2023-09-10T07:54:37.000Z,"#Tron, #Bitcoin and #BNBChain maintain their positions in the top 3, with Tron leading with an impressive 1.23M daily active users",39,84,292
@justinsuntron,2023-09-09T03:16:08.000Z,Over $900 million now. When $1 B? ,95,37,288
@elephant_crypto,2023-09-07T07:07:54.000Z,"#Tron means real-life use cases for the regular Joe all over the globe. The Tron blockchain is financial empowerment, even paying you dividends in a deflationary system. ",36,25,99
@CryptoWinds1,2023-09-07T04:42:53.000Z,Koreans on  loving #trx after the Korean Blockchain Week. #KBW2023  #tron,18,22,109
@HTX_Global,2023-09-06T16:28:15.000Z," Gaming + #Crypto = Enter to win this simply elegant rocking in the blockchain gaming chair:  Follow   RT + comment wishes for #Huobi's 10th Anniversary! #HuobiTurns10On Sept 13th, one wins a gaming chair!

 Stay Tuned",2.1K,1.1K,1.3K
@justinsuntron,2023-09-07T04:04:37.000Z,An evening at #KBW2023 to remember! Kudos to everyone who made it legendary. ,170,66,577
@HTX_Global,2023-09-06T11:00:00.000Z,"#HuobiTurns10 Unite, Grow, Prosper!

Change your wallpaper to Huobi's exclusive wallpaper to Win 1,000 $USDTFollow  Like + Tag 2 Friends Comment Fave Wallet (1,2,3,4)Update Phone Wallpaper to Huobi's

$100 ppl * 10 USDT",566,454,652
@trondao,2023-09-06T06:07:02.000Z,"Who said one was enough? 

Double the dazzle, #TRONICS!#KBW2023",22,31,158
@justinsuntron,2023-09-05T11:42:47.000Z,币圈之外的项目其实我投资的很少，投资瑞幸完全是因为数据过硬，其实我们TRX市值跟瑞幸差不多，净利润，增长率比瑞幸还好呢 ,364,67,339
@HuobiGlobal,2023-09-05T10:12:28.000Z,#火币 十周年庆典正式开启评论写下你这十年间的经历故事Pick 100位用户瓜分1000U奖金池转眼风云十年，有人说火币就像初恋一起历经风雨穿越牛熊，火币与每一位Web 3 Builder有过太多回忆故事分享指南：10年间，你跟火币的故事10年间，你在Web3经历故事…,4,1,16
@justinsuntron,2023-09-05T08:02:02.000Z,火币十周年了，其实我自己是火币第一批用户。2013年底回国注册了火币，之后我自己的比特币就一直屯在火币。我算是最典型的炒股炒成股东，我知道用户想要什么，因为我自己就是用户的一部分。火币是很大的一个责任，为了华语币圈，我们会一直坚守下去！,526,92,634
@justinsuntron,2023-09-05T07:54:47.000Z,其实朋友圈刷屏之后没涨，你敢信...,142,40,177
@justinsuntron,2023-09-05T07:51:23.000Z,Back to South Korea,208,102,836
谢家印@火币HTX,2023-09-05T07:12:38.000Z,"点燃十年，薪火前行   璀璨的星光洒满了黑夜，就如同我们是这个时代的探索者，我们点亮了加密世界的未来。回首 #火币 这十年，这束光辉不仅是一个数字的累积，更是一段承载希望与使命的传奇。如今伴随着时光的飞逝，我们不再只是见证者，更是创造者。 
作为 #Web3…",57,21,138
@CryptoWinds1,2023-09-05T04:09:03.000Z,I can't believe this.....According to  today's total volume in crypto was $24B.#TRON blockchain transferred $11B which is 45% of the current volume of the whole crypto market.,27,40,139
@paoloardoino,2023-09-05T06:15:57.000Z,"While  reached 72.5B exposure in US t-bills, being top 22 buyer globally, above United Arab Emirates, Mexico, Australia, Spain, ...$USDt is the most used stablecoin in the world, with a huge focus on emerging markets. For many of these communities USDt is a lifeline…",109,317,1K
@trondao,2023-09-04T09:08:14.000Z,"Our own display at #KBW2023.  

Must admit, we're looking pretty sharp! What do you think, #TRONICS? ",56,45,197
@justinsuntron,2023-09-04T04:58:27.000Z,#KBW2023  + #TRON = Who’s with me?,141,58,284
@justinsuntron,2023-09-03T14:44:36.000Z,Rebase everyday ,101,23,209
@stusdt,2023-09-03T10:30:39.000Z,"Check out the Snapshot of #stUSDT Rebase from Sep 3

TRON network:
Total stUSDT Staked: $690,111,180.48
Today’s Rebase Amount: $77,565.33

ETH network:
Total stUSDT Staked: $68,836,213.36
Today’s Rebase Amount: $7,701.72

Get full updates via Medium: ",28,19,68
@justinsuntron,2023-09-03T06:57:26.000Z,Why vitalik dumps #MKR?,388,76,616
@Data_Always,2023-09-02T19:27:32.000Z,"Tron YTD transaction fees: $272.2 million.
Bitcoin YTD transaction fees: $270.3 million.

People want stablecoins.",15,101,198
@justinsuntron,2023-09-03T06:30:20.000Z,,214,55,486
@esatoshiclub,2023-09-01T08:32:00.000Z," #Tron was the only #crypto on the top 10 list that decoupled from the general market trend.

Notably, $TRX ’s price shot up by more than 2% in the last 24 hours.",61,51,171
@justinsuntron,2023-09-01T16:51:28.000Z,火币十周年啦 ,106,26,184
@justinsuntron,2023-09-01T10:53:53.000Z,Attending in person. ,79,40,284
@justinsuntron,2023-09-01T09:39:00.000Z,Just in: Chinese court news said Cryptocurrencies are considered legal property and are protected by law in China ,411,1K,4.3K
@justinsuntron,2023-09-01T09:36:34.000Z,中国人民法院报：虚拟货币属合法财产，受到法律保护！,179,96,388
@brian_armstrong,2023-08-30T16:32:17.000Z,"1/ I'm sharing the 10 ideas I'm most excited about in crypto right now. If you're building something in crypto or thinking about doing so - check it out.

We’re building lots at Coinbase, but we don't have time to tackle everything. So I figured I'd share these. Bear markets are…",941,3K,5.8K
@justinsuntron,2023-08-30T04:36:57.000Z,Keep building!  #HUOBI  https://coingecko.com/en/exchanges,172,75,347
@justinsuntron,2023-08-29T15:29:16.000Z,Delighted to witness the ongoing victories in the crypto world and the steady rise in adoption. #Bitcoin,118,90,592
@BITPointJP,2023-08-29T02:01:40.000Z,"国内唯一手数料無料！TRXステーキングサービス開始のお知らせ

本日より #TRX の #ステーキング を開始しました！

TRX報酬 ～4.3％（見込・年率）が国内唯一の手数料無料で受取できます！
※2023年8月29日時点、当社調べ

報酬の受取設定をし、ご利用ください！

▼詳細",14,60,85
@BITPointJP,2023-08-29T02:40:00.000Z,"／#TRX #ステーキング 開始記念フォロー&RPキャンペーン開催中＼

国内唯一手数料無料でサービス提供(当社調べ)

サービス開始を記念し
5名様に1万円相当の #トロン をプレゼント▼応募方法
①",70,1.2K,555
@justinsuntron,2023-08-28T08:16:37.000Z,瓜我吃了，郎才女貌，可惜不能走到最后。小侠可以来参加火币带单返佣，ST热心韭菜可以参加火币一姐，两人都会有美好前途！,232,30,244
@justinsuntron,2023-08-28T06:52:37.000Z,HKMA’s push for digital assets is the future of finance. Managing financial assets will become more intuitive and transparent.#TRON is focused on supporting such developments.,57,54,290
@justinsuntron,2023-08-27T21:47:21.000Z,Ravello ,246,85,830
@DeFi_JUST,2023-08-24T05:10:28.000Z,"#wstUSDT supply APY on #JustLendDAO has crossed 4.2%Supply your #wstUSDT and earn high reverse

Don’t miss out http://justlend.org",13,8,47
@TronSpark,2023-08-26T20:14:46.000Z,"The Tron Miami Meetup Mega Recap - Best Meetup of 2023  

Tron blew it out of the water with one of the best crypto meetups of 2023    

Couldn't make it down to Miami? No problem, the TronSpark team has the coverage below   

The event was held at one of the trendiest spots in…",33,42,110
@DefiIgnas,2023-08-27T11:30:27.000Z,"1/16 When was the last time you used Solana, Arbitrum, or Tron?

Tron may have the highest number of active addresses, but have you personally used it?

Below is a short survey to understand CT blockchain activity:",88,83,262
@BitMartExchange,2023-08-25T16:10:51.000Z,"TRON (TRX)  30% OFF Flash Sale will go live on BitMart LaunchPad soon!Join the $TRX Flash Sale for a chance to win the lottery!12:00 PM UTC, August 30, 2023!Join Here: http://bit.ly/3qU5tyyLearn more:https://bit.ly/3qLicUu",145,690,851
@TronLinkWallet,2023-08-18T03:00:03.000Z,"#TronLink app (v4.13.7) for Android has been released! V4.13.7 includes improvements laid out in TIP-541 and TIP-542, namely allowing users to define the lock-up period at resource delegation in Stake 2.0.

Download nowhttps://tronlink.org",16,23,96
@TokenPocket_TP,2023-08-24T08:07:58.000Z,"It's Here at Last – The Wait is Over!TokenPocket now officially supports the TRON MultiSig Wallet!  

You can now effortlessly create, import, and manage your TRON MultiSig Wallet directly within TokenPocket, offering you a streamlined and enhanced user experience.…",14,60,120
@luganodes,2023-08-25T09:23:13.000Z,"1/
While  addresses high transaction fees & scalability, at it's core #TRON is a vision for a decentralized internet & empowering users, creators and developers Let's dive into the journey world's fastest-growing public chain with already 172M+ users ",11,34,94
@TurkeyPrimeXBT,2023-08-24T18:20:00.000Z,"  TRX,  ağına güç veren, hızlı ve verimli işlemler sağlayan temel yakıttır. Bugün işlem yapmaya başlayın ve #blockchain'in geleceğini şimdiden deneyimleyin. Sadece 0,01 TRX ile işlem alabilirsiniz 7/24 #Long veya #ShortTRX/USD: http://primexbt-tr.com",12,187,238
@trondao,2023-08-23T21:01:43.000Z,"We've joined  to boost digital asset growth in Asia, supporting JCBA's mission with our efficient network and userbase. We're proud to be part of JCBA's 134 members, uniting #Web3 and traditional industries. Read more from : https://theblock.co/post/246786/tron-partners-with-japan-cryptoasset-business-association-jcba-to-champion-web3-ecosystem-growth…",16,44,137
@justinsuntron,2023-08-25T07:06:20.000Z,"Looking forward to sharing TRON’s insight with the incredible Korean blockchain community at #KBW2023. 

Let’s dive into the world of #TRON!",78,53,296
@MetaEra_Media,2023-08-19T06:59:54.000Z,"Join us to meet  at #MetaEraSummit!

Justin Sun, founded #Tron and the  ecosystem.
                                                                               Get your ticket: https://eventbrite.hk/e/meta-era-summit-2023-tickets-676278175227#search…",9,16,66
@trondao,2023-08-24T10:00:38.000Z,"With over 1.2M active addresses, the #TRONNetwork showcases the rising trust in decentralized platforms. This demonstrates that #TRONICS users are actively engaged and benefiting. #TRONStrongData brought to you by ",46,49,190
@TPTDAO,2023-08-24T08:54:23.000Z,"终于到来了——等待结束了！ #TokenPocket 现在正式支持波场多签钱包！   

您现在可以在TokenPocket中轻松创建、导入和管理您的波场多签钱包，为您提供流畅和强劲的用户体验。现在就来体验它，感受激动人心的兴奋！  https://tokenpocket.pro…",16,13,45
@Mike_Bitcoin_X,2023-08-24T06:12:12.000Z,"$TRX on the #TRON blockchain has been deflationary since 2021.

Supply today is 89.4billion and 12.3% has been burnedMy supply projection for the next 5 years:

Year 80.8bn
Year 74.7bn
Year 67.9bn
Year 61.1bn
Year",25,34,107
@justinsuntron,2023-08-23T10:47:43.000Z,Back to Geneva,342,71,1K
@Bitso,2023-08-22T17:30:23.000Z," ¡Nuestra comunidad lo pedía, Bitso se los da!  Es oficial, ya puedes utilizar la red de Tron para realizar depósitos y retiros de $USDT. Abrimos hilo con toda la info.",44,67,217
@TheBlock__,2023-08-23T03:21:11.000Z,ICYMI: Crypto exchange Bitso adds Tron support for Tether transactions,57,25,106
@trondao,2023-08-23T05:26:30.000Z,"#TRON is the second largest blockchain by TVL!

Thanks to our 1.1M active users this month. No matter the market ups and downs, we stay strong and connected. Let’s keep #BUIDLING together! ",34,62,227
@DeFi_JUST,2023-08-21T08:56:57.000Z,Time to check #wstUSDT new launched on #JustLendDAOTotal supply of #wstUSDT on #JustLendDAO has hit $200 million!Head over to http://justlend.org and enjoy high yield with your #wstUSDT,6,12,40
@DeFi_JUST,2023-08-21T07:46:32.000Z,Listing Announcement!Supply and borrow #wstUSDT is available on #JustLendDAO now!Pleased to have #wstUSDT joining inSupply & borrow nowhttps://app.justlend.org/marketNew?lang=en-US…,13,14,72
@BittrexGlobal,2023-08-21T18:23:01.000Z,"Earn your share of 144,000,000 $WIN in our latest #TradingCompetition. Ends 28 August, 2023.

Learn more: https://bittrexglobal.com/trade-winklink-token/…",12,18,41
@stusdt,2023-08-21T10:02:32.000Z, Check out the Market Snapshot on #JustLendDAO #wstUSDT ranked as 2nd most supply with $230.10 Million and an APY of 4.21%!,16,11,45
@trondao,2023-08-20T22:42:34.000Z,Taking a look through 's State of L1s in Q2 of 2023.  ,39,21,76
@trondao,2023-08-20T02:55:08.000Z,".’s STATE OF L1s Q2 2023#TRON network led featured L1s with a P/S ratio of 15x, followed by #Ethereum (66x), #Polygon (127x), #BNB Chain (173x), and #Fantom (207x). Check out the full report below. https://messari.io/report/state-of-l1s-q2-2023…",38,51,154
@justinsuntron,2023-08-21T08:04:08.000Z,"Join me in #Singapore for #MetaEraSummit2023. Let’s connect and delve deep into the Metaverse and Web 3.0.
Detailshttps://metaerasummit.com",72,34,218
@tokenterminal,2023-08-20T18:43:17.000Z,"Top protocols based on daily active addresses

How many unique human DAUs are there in crypto?",11,18,47
@TPTDAO,2023-08-21T03:23:18.000Z," #TokenPocket 刚刚发布了Android版的新版本！1.8.4支持 多签钱包。支持 #EIP-6963。升级 #EVM 多签钱包功能。 加强 #BTC  地址格式切换入口展示。支持葡萄牙语。修复GasLimit更新问题。

安卓用户App内提示更新，或官网下载最新版本。也可以从Google…",5,13,41
@trondao,2023-08-16T19:00:43.000Z,".’s STATE OF L1's Q2 2023

On July 1, 2022, #Ethereum accounted for 62% of stablecoin market cap among featured L1s and #TRON 21%. The gap slowly tightened throughout the year, and by June 30, 2023, #ETH stood at 56% and #TRON at 35%. More from the…",21,40,198
@cz_binance,2023-08-20T18:26:30.000Z,who?,47,12,153
@justinsuntron,2023-08-20T07:05:18.000Z,"My days typically consist of work, project development, and seizing opportunities such as purchasing the #BTC/#TRX dip. Engaging in diplomatic conversations and basking in the Geneva sunshine complete my fulfilling routine.",178,131,590
@justinsuntron,2023-08-20T06:36:50.000Z,  ,87,57,228
@chumacn,2023-08-20T06:19:56.000Z,"#初码观察 今天写点好玩的，关于推特上越来越多的“个人身份开盒”，为啥要写这个呢，因为一觉醒来，我发现自己突然成国安了，然后又刷到一条信息，孙宇晨祖坟被挖了，哈哈哈，真是欢乐出天际了。似乎从来没有人做过“开盒”产业的科普，我来写点东西吧。

在讲“开盒的奥秘”前，我先复盘2个事情铺垫一下。…",40,57,175
@trondao,2023-08-15T21:32:41.000Z,".'s  STATE OF L1s Q2 2023#TRON shines as a top L1, employing a strong deflationary method by burning all collected fees.  This led to a 2.8% deflation rate by Q2'23, highlighting #TRON’s dedication to ecosystem sustainability.Learn more from the…",52,46,253
@justinsuntron,2023-08-19T16:43:53.000Z,辟谣走一波，碑完全是假造的行为艺术，这个脑洞有点过于超纲了,282,41,300
@justinsuntron,2023-08-19T06:29:32.000Z,Delighted to witness  exchange's resilient growth during challenging times.,201,109,619
@trondao,2023-08-14T22:00:06.000Z,"Check out 's report for the state of L1's in Q2 of 2023. Cardano and #TRON were the only featured L1s with positive QoQ #DeFi TVL growth.  Cardano grew 14% QoQ TRON grew 7% QoQ and is now up 48% YoY

Discover more here: ",40,41,159
@_SmartLiquidity,2023-06-28T04:47:59.000Z, TOP 50 CRYPTO ECOSYSTEMS BY DAILY ACTIVE USERS  ,85,402,715
@trondaoCN,2023-08-18T03:47:54.000Z,TRON DAO Ventures日前宣布投资200万美金购买CRV，平台将上线波场 #TRON 和 #BTTC。Curve是全球第二大去中心化交易所，也是最大的稳定币DEX。此前，波场TRON已与Curve达成战略合作，将 #stUSDT 池引入Curve。相信波场TRON、BTTC和Curve的合作将进一步推动波场 #DeFi…,11,22,79
@trondao,2023-08-17T20:00:39.000Z,".'s  STATE OF L1's Q2 2023

As is expected in a down market, #DeFi TVL (USD) decreased for most networks in Q2’23.

As the only networks whose native token grew QoQ, #Ethereum’s and #TRON’s DeFi TVL also outperformed most other networks in the quarter. Their…",32,24,94
@trondao,2023-08-18T06:04:04.000Z,. is headed to #TRON and #BTTC networks!TRON DAO Ventures commits $2M in CRV.Launching on TRON & BTTC soon.Partnership aims to enhance TRON’s DeFi ecosystem. BTTC's cross-chain tech set to drive DeFi growth.Read more:,26,90,252
@justinsuntron,2023-08-18T09:30:54.000Z,Steady folks - Deploying more capital,128,83,426
@Mike_Bitcoin_X,2023-08-17T22:55:32.000Z,"#Tron $TRX is not bothered about #Bitcoin taking a 10% dump?

You newbs have it so easy these days.",13,28,109
@justinsuntron,2023-08-17T08:00:24.000Z,Missing  and reminiscing about the good old times. ,207,83,617
@PundiXLabs,2023-08-16T15:35:39.000Z,"1/   We're witnessing a notable surge, a 47% increase for the past 4 months, in transactions with USDT on the TRON blockchain via merchants using #PundiX XPOS. 

This trend underscores the growing adoption of stablecoins on the TRON ecosystem among physical retail outlets.",55,135,240
@Data_Always,2023-08-16T02:39:02.000Z,Tron on pace to pass Bitcoin for cumulative 2023 fees in about two weeks.,18,24,117
@Timestampsummit,2023-08-16T11:26:08.000Z," Exciting News!  We are thrilled to announce that we have invited a very special guest to #TIMESTAMP ! Justin Sun is the founder of TRON and member of Huobi Global Advisory Board, has confirmed his attendance at TimeStamp on September 11th. Mr. Sun will deliver speech at…",35,26,77
@trondao,2023-08-16T08:51:25.000Z,"Mark your calendars, #TRONICS!RWA Tokenization is reshaping the #DeFi world. Dive deep into the subject with  and , the Lead of Ecosystem Development at the #TRONNetwork.",23,25,102
@tokenterminal,2023-08-14T10:24:23.000Z,"Looking at DAU stats... 3 market sectors stand out:

1. Blockchains L1
2. Blockchains L2
3. DEXs
and ",20,21,64
@justinsuntron,2023-08-15T04:31:05.000Z,. 考虑上线凉兮债券,501,103,486
@stusdt,2023-08-15T00:00:29.000Z,"Total #stUSDT TVL has reached 707M USDT and offering an APY up to 4.20%!TVL on #TRON: 635.8M USDTTVL on #Ethereum: 71.4M USDTDon’t miss out on this opportunity, grab your rewards here: http://stusdt.ioAppreciation to all",11,14,61
@BittrexGlobal,2023-08-14T20:36:26.000Z,"Earn your share of 29,500,000,000 $NFT in our latest #TradingCompetition. Ends 21 August, 2023.

Learn more: https://bittrexglobal.com/trade-apenft-token-to-earn-your-share-of-29500000000-nft/…",12,19,50
@justinsuntron,2023-08-14T02:43:29.000Z,可以投拍孤注二掷，科场币走起...,281,80,313
@justinsuntron,2023-08-13T16:49:17.000Z,What do you think?,108,44,266
@justinsuntron,2023-08-13T16:54:40.000Z,"I'm a advocate of Bitcoin, currently maintaining a substantial holding of 100k+ BTC. Nonetheless, it's exciting to witness TRON's emergence as a stablecoin network, potentially impacting BTC's value positively. A notable trend is the prevalent use of USDT TRON for BTC trading.",62,68,181
@justinsuntron,2023-08-13T16:21:37.000Z,今天看了孤注一掷，内心还是有点悲哀。在区块链与元宇宙已经在全球成为趋势的今天，中国的主流舆情还是不断把币圈和诈骗，杀猪盘绑定在一起，王大陆居然因为炒了发行以来上涨两千倍以上的以太坊（电影译为科太币）而家破人亡，香港Web3.0已现曙光，对于区块链在中国的未来我依旧充满信心。,504,178,908
@justinsuntron,2023-08-13T16:31:17.000Z,我相信终有一天，国人会认识到区块链与元宇宙的价值，中国人也会在区块链世界里扮演与互联网世界中同样重要的角色。原因很简单，区块链是普世的，中国人不可能永远自外于世界。这也是我们每天的工作职责所在，如果这些误解不存在，那么我们的工作也毫无意义了。,49,14,161
@justinsuntron,2023-08-13T16:48:18.000Z,对于这一天，我已经等待了十一年。说忍辱负重可能有点过了，但是内心也不可能丝毫不起波澜。十一年都等了，我想至少不介意再等个十一年。,46,6,119
@justinsuntron,2023-08-13T03:41:55.000Z,"#TRON's #ETH liquidity surge boosts seamless ETH trading and borrowing, offering a dynamic platform for users to transact and leverage assets efficiently. Try it on http://sun.io and http://justlend.org! ",83,71,317
@MysticBiker,2023-08-12T11:09:44.000Z,"Amongst all the L1 blockchains, #Tron holds 25% of the market share of fee generation. Ranks #1 in terms of daily active users at 1.48M.",28,29,115
@justinsuntron,2023-08-12T01:53:30.000Z,Never too late to build on #TRON.,115,51,297
@TronixTrx,2023-08-11T13:38:00.000Z,"If #TRON becomes a country  it will be the 8th most populous country in the world with 178,200,987 citizens (total accounts in the network) ",52,42,312
@tusdio,2023-08-11T08:03:43.000Z,Introducing our new Mint & Redeem APP http://App.tusd.io is live now!  Existing users can continue using their current credentials for access Enter a new era of optimised efficiency and increased security with http://App.tusd.io right now!,27,7,72
@justinsuntron,2023-08-10T15:54:44.000Z,"Stablecoins are in the process of evolving, becoming assets that generate stable yield. Few understand.",131,61,361
@BittrexGlobal,2023-08-01T21:10:06.000Z,"Trading at Bittrex Global just got better!

We're adding an additional 5 key markets to our zero-fee promotion  $ETC, $TRX, $XLM, $LTC and $NEO.

Discover all of our zero-fee USDT markets: https://bittrexglobal.com/zero-trading-fees-on-selected-markets/…",55,121,176
@CryptoWinds1,2023-08-10T05:34:32.000Z,"One of the biggest blockchains in emerging markets is #TRON. TRON has 5x the daily active users of Ethereumbut #TRX is only 5% of the MC of ETH. 

One of the possible reasons is that Ethereum occupies the USA markets and the avg value per user is higher there. ""I'm…",30,34,130
@CoinDeskChinese,2023-08-09T11:26:22.000Z,稳定币是什么？各种稳定币有哪些区别？听一听孙宇晨  怎么说 #crypto #stablecoin,50,20,125
@trondao,2023-08-08T19:00:06.000Z,"#TRON is one of the first #blockchains supported by ! As one of the earliest recipients of their Web 3.0 Node Engine Service, #TRON has already assumed an essential role in the global payment industry. With our sights on Hong Kong and Japan, we will continue to…",72,123,435
@justinsuntron,2023-08-08T14:37:47.000Z,#TRON in Japan,75,59,307
@justinsuntron,2023-08-08T14:36:40.000Z,C U in Singapore! ,53,44,213
@CoinDesk,2023-08-08T05:57:16.000Z,A  spokesperson has confirmed that recent large deposits on the exchange are not from . By .,101,79,208
